Id,SalePrice
1461,113440.71594604265
1462,144918.56669868997
1463,184846.96616607127
1464,194170.58792501074
1465,195045.16372177133
1466,174492.77179776542
1467,184173.04526427356
1468,170992.9463328645
1469,185901.97953281214
1470,123285.76773631429
1471,190386.78304621865
1472,97255.90493407087
1473,101692.5908269404
1474,148738.63749299332
1475,117935.59715654513
1476,358152.977778261
1477,265057.7094510578
1478,292812.5591425378
1479,275467.7689262162
1480,485451.61905123055
1481,322724.8889664076
1482,210449.77065299166
1483,184573.44212810375
1484,163475.37315195525
1485,188077.1592476634
1486,192684.3506444042
1487,346560.23363501776
1488,232001.87434919394
1489,202833.7992370584
1490,253889.84992311092
1491,189469.9956453152
1492,80773.49219976037
1493,180676.45165596332
1494,328656.690885724
1495,288846.42589881195
1496,244666.29742468693
1497,198479.5347177282
1498,163315.20845249228
1499,157129.49101730427
1500,153775.64176405172
1501,180630.2751289135
1502,150164.5691989138
1503,277539.28716701653
1504,248657.98921051927
1505,232501.1277742761
1506,200047.06181304113
1507,251555.65307115184
1508,205807.92150940077
1509,162460.63373367197
1510,144158.4030313106
1511,152343.10772128394
1512,182406.48281020668
1513,142460.5817436381
1514,120707.81543123987
1515,200816.98444995994
1516,161578.79000879952
1517,171536.95342175022
1518,132998.96011532593
1519,220503.0040278477
1520,133445.04490128573
1521,121757.24730324878
1522,172480.73312447147
1523,113210.20371193247
1524,130437.36883580696
1525,123820.70036193402
1526,113670.28954453312
1527,107896.515002125
1528,137710.0332448253
1529,143990.45327221256
1530,193546.58822131768
1531,93603.29004686669
1532,102999.49450074392
1533,146330.35285309236
1534,120236.31687873274
1535,139928.95654231517
1536,104965.93698340323
1537,29896.165515455992
1538,152301.38802406364
1539,220128.8049244322
1540,83884.54671733074
1541,138660.50769749246
1542,137930.03338038354
1543,199767.9479944778
1544,85891.87804481454
1545,121493.74967173145
1546,132219.09215903716
1547,132671.22867624406
1548,138849.49122906252
1549,122065.84884591537
1550,136461.73776288703
1551,109992.829760931
1552,141151.30682499707
1553,149847.56322093503
1554,120795.16864042329
1555,168336.2231571395
1556,98308.79008675469
1557,101200.64742544321
1558,96158.42530845429
1559,87190.57385074462
1560,122797.49749904312
1561,130684.7528606265
1562,135126.38313487914
1563,128470.60385236413
1564,161788.3762726272
1565,158356.88214217848
1566,268475.03365133615
1567,80352.25722827102
1568,232962.15869793692
1569,125792.36596571116
1570,142156.4673106864
1571,121878.16548086036
1572,137870.4265796311
1573,280777.75469393696
1574,115656.75824458073
1575,262273.4217580504
1576,231519.85197501729
1577,187719.02414346996
1578,138396.49450756545
1579,154558.43488386858
1580,192897.57288640493
1581,152857.09508724214
1582,129759.1152597109
1583,311990.82625562465
1584,232647.44686663756
1585,141464.5295586291
1586,75541.81366634974
1587,122572.24521683526
1588,146444.22735424392
1589,78844.755424319
1590,131525.11289064956
1591,96866.72362561723
1592,111538.61357806495
1593,125959.86158898211
1594,145208.34053391434
1595,104092.43103881559
1596,244732.86608974476
1597,203162.49150052652
1598,210279.82918806904
1599,183199.81198115918
1600,169268.92404662675
1601,72302.09258227872
1602,111728.81800500902
1603,64913.951518914546
1604,261621.8063101248
1605,250158.09885603326
1606,178837.03442684503
1607,174541.15000303884
1608,219114.1487648663
1609,183174.79028342344
1610,164236.80501172363
1611,149966.5544782775
1612,174387.76324318498
1613,169469.71886142346
1614,118380.13236112827
1615,84951.63303638337
1616,84223.37188618451
1617,91346.76010344613
1618,129785.37285562346
1619,138551.17950356554
1620,161390.94173259506
1621,139738.62422919986
1622,159669.75405172148
1623,287151.2181440988
1624,223253.51706591807
1625,119473.85484224914
1626,167067.01520148735
1627,190079.70463922483
1628,274527.80870854354
1629,183639.70757040268
1630,368349.6046708241
1631,232022.88718070168
1632,239704.69958469068
1633,177436.7619489732
1634,187895.32312695193
1635,181308.0089964436
1636,161584.1920500041
1637,195038.03547587097
1638,171177.84120535606
1639,179097.11160952935
1640,248314.76058240363
1641,183259.5547917185
1642,241394.8866598109
1643,227076.59809170966
1644,239479.7729113501
1645,220391.29167989446
1646,163782.2022225147
1647,155853.70561311406
1648,129778.67590857345
1649,143097.50256016754
1650,94910.80413418562
1651,126173.91471459366
1652,104504.36805634873
1653,100539.30394096758
1654,147386.60358341344
1655,130608.17971948026
1656,142155.043927064
1657,151136.293516884
1658,146235.47509574716
1659,126615.25432245467
1660,150112.1373476479
1661,455784.72130455467
1662,394483.0988826918
1663,391194.6663634071
1664,569644.3845133616
1665,329045.95687251433
1666,310975.70398719487
1667,389221.3413318931
1668,335457.75555104105
1669,306784.89827120944
1670,335815.48917026765
1671,270283.9070383524
1672,441001.4243809577
1673,300620.91557416104
1674,255668.62200598803
1675,197002.31982455213
1676,195232.01061690372
1677,215438.174377114
1678,501167.61664432636
1679,384317.517481106
1680,319753.475408445
1681,248671.02783566102
1682,299022.784853095
1683,186212.8723538817
1684,181185.49823581852
1685,174383.60441929818
1686,176251.2837042264
1687,175378.79944083357
1688,187823.65765772507
1689,195498.8293425603
1690,197408.79936297558
1691,185013.26734142101
1692,260832.98196987176
1693,172614.33953860507
1694,187735.1644347857
1695,164636.04311905894
1696,260983.87686043166
1697,171116.76219276345
1698,338850.452613347
1699,327758.8182649725
1700,263152.4972766483
1701,270160.47113276424
1702,265704.7799668266
1703,255574.98748873023
1704,285291.0541663566
1705,244681.01587593052
1706,447917.8680943185
1707,217387.78129540957
1708,217861.67870623406
1709,260867.09763619126
1710,232340.33231922603
1711,271344.9202810594
1712,259797.39957820714
1713,280326.9585967582
1714,236158.53601554726
1715,210343.91249480224
1716,172143.06350453882
1717,164795.8402024279
1718,142946.47425670864
1719,201499.21451663895
1720,224697.2718948602
1721,162108.17978824527
1722,136307.77189409506
1723,158317.4688546807
1724,214151.86707500316
1725,230194.77486170366
1726,187578.51041194255
1727,152289.43790785925
1728,182855.07650389438
1729,163560.0830826098
1730,157514.66320172945
1731,119607.61647927713
1732,133346.8783371038
1733,118840.68718163185
1734,123445.18815540503
1735,133576.30513798152
1736,118635.58796110247
1737,299348.90174542845
1738,247043.6662880668
1739,270492.3530399833
1740,218396.47005844847
1741,194046.72503939923
1742,181926.784155841
1743,169445.95578523044
1744,330196.96275344223
1745,225589.72356221743
1746,190145.02006544347
1747,213524.31706733626
1748,248496.11200156633
1749,155219.22770832072
1750,122327.48370506508
1751,243129.33360389288
1752,123838.3612470554
1753,145572.53241085756
1754,179485.988134058
1755,169672.25147455026
1756,135352.36084083968
1757,119570.11497851714
1758,143251.0579170315
1759,171364.74604261338
1760,163492.51494980647
1761,144841.11913550567
1762,187361.89050335446
1763,175488.4058351334
1764,120667.71982568756
1765,181223.1708456962
1766,191564.10591214104
1767,254217.75236710857
1768,145149.943449808
1769,173856.65897874016
1770,153301.9039280902
1771,120484.03411310985
1772,146426.63851458163
1773,133880.9596781906
1774,138218.39086465386
1775,138843.89131099376
1776,129549.06762565579
1777,111191.13166853928
1778,145904.2917603682
1779,110742.63514436476
1780,165185.99205507722
1781,129660.48234007986
1782,95332.35649913028
1783,148837.83172203283
1784,108198.28457503064
1785,122273.11175300671
1786,144137.5543739725
1787,162429.2762362587
1788,61473.0858954251
1789,103036.00519848871
1790,78978.35528286653
1791,194972.9793144057
1792,158331.7214803633
1793,147138.58491378682
1794,152345.42703276747
1795,133943.76241868467
1796,127141.74886405659
1797,123883.34373846914
1798,124173.24124067702
1799,116454.010371383
1800,131339.3706745717
1801,131032.08894063257
1802,130233.93692875853
1803,148555.74817517813
1804,142824.10617942657
1805,134361.84153246935
1806,128276.42751885789
1807,122476.39578233729
1808,126780.23242528408
1809,123558.12477174422
1810,144264.68809230512
1811,92022.11395221142
1812,99328.77236269628
1813,129368.39503491338
1814,84361.65912167983
1815,51405.11913379299
1816,98758.67581209578
1817,97220.0881650269
1818,148858.09807651426
1819,121559.95973044616
1820,62710.65983778844
1821,114347.66509120648
1822,147896.78964806383
1823,46363.88042645743
1824,141392.80740136982
1825,141141.05714964934
1826,99554.4919734927
1827,108926.24656900852
1828,142887.33737723788
1829,123959.8637177769
1830,145049.69017379903
1831,158101.72058491307
1832,71959.83593033672
1833,144886.94254985955
1834,120905.0790556607
1835,112061.39147939383
1836,136101.3197492834
1837,78673.81938625933
1838,121549.06704297883
1839,95009.6132422244
1840,163501.12158840464
1841,144955.69573871215
1842,75835.43204187689
1843,121606.11472821805
1844,147789.4902627839
1845,156370.4952641317
1846,150282.30183809588
1847,164633.35317468032
1848,59808.53075204337
1849,117073.70850202088
1850,119905.49676416989
1851,150360.271002914
1852,126738.28672616459
1853,135322.98463399705
1854,163534.92137237402
1855,159498.99126186396
1856,233380.24050239875
1857,128653.65386272367
1858,139457.56125427966
1859,118966.8892465202
1860,148304.98694712075
1861,116972.81507961867
